clean_accuracy,attack_success_rate,mean_trigger_confidence,retention_ratio,clean_ratio,experiment
0.8727064220183486,1.0,0.9964611530303955,1.0,0.0,baseline
0.8876146788990825,1.0,0.9975267052650452,1.0,0.2,clean_intervention
0.9013761467889908,1.0,0.9973458051681519,1.0,0.4,clean_intervention
0.9036697247706422,0.963302752293578,0.9531770348548889,0.963302752293578,0.6,clean_intervention
0.908256880733945,0.9415137614678899,0.9286555051803589,0.9415137614678899,0.8,clean_intervention
0.9185779816513762,0.9105504587155964,0.9026234745979309,0.9105504587155964,1.0,clean_intervention
